poll_time_utc,entities_seen,rows_written,status
2026-09-13T17:48:04.865080+00:00,188,54,ok
2026-09-13T17:49:36.308783+00:00,187,54,ok
2026-09-13T17:51:07.654479+00:00,187,55,ok
2026-09-13T17:52:38.733788+00:00,189,55,ok
2026-09-13T17:54:10.036801+00:00,191,55,ok
2026-09-13T19:52:25.960702+00:00,323,177,ok
2026-09-13T19:53:57.840139+00:00,325,181,ok
2026-09-13T19:55:29.356416+00:00,322,183,ok
2026-09-13T19:57:00.952141+00:00,324,182,ok
2026-09-13T19:58:32.225874+00:00,325,180,ok
2026-09-13T21:48:36.680227+00:00,405,279,ok
2026-09-13T21:50:08.222881+00:00,409,278,ok
2026-09-13T21:51:39.373384+00:00,411,281,ok
2026-09-13T21:53:10.871004+00:00,412,276,ok
2026-09-13T21:54:41.963396+00:00,419,280,ok
2026-09-13T23:37:57.240955+00:00,437,248,ok
2026-09-13T23:39:28.895614+00:00,431,245,ok
2026-09-13T23:41:00.187024+00:00,432,243,ok
2026-09-13T23:42:31.649509+00:00,433,242,ok
2026-09-13T23:44:02.946693+00:00,440,247,ok
2026-09-14T01:36:50.682247+00:00,482,211,ok
2026-09-14T01:38:22.103752+00:00,477,208,ok
2026-09-14T01:39:53.665246+00:00,481,206,ok
2026-09-14T01:41:25.008261+00:00,476,206,ok
2026-09-14T01:42:56.676994+00:00,476,210,ok
2026-09-14T07:01:16.046453+00:00,563,307,ok
2026-09-14T07:02:47.400505+00:00,564,307,ok
2026-09-14T07:04:19.317196+00:00,568,312,ok
2026-09-14T07:05:50.556673+00:00,566,305,ok
2026-09-14T07:07:21.772062+00:00,569,312,ok
2026-09-14T13:49:41.393371+00:00,465,113,ok
2026-09-14T13:51:12.665426+00:00,469,114,ok
2026-09-14T13:52:44.303950+00:00,471,116,ok
2026-09-14T13:54:15.803599+00:00,469,117,ok
2026-09-14T13:55:47.025517+00:00,470,114,ok
