poll_time_utc,entities_seen,rows_written,status
2026-09-02T17:10:45.159964+00:00,234,49,ok
2026-09-02T19:47:13.355278+00:00,388,179,ok
2026-09-02T22:00:29.748965+00:00,494,309,ok
2026-09-02T22:55:04.224074+00:00,494,305,ok
2026-09-02T23:55:40.415485+00:00,477,231,ok
2026-09-03T00:44:15.502548+00:00,484,199,ok
2026-09-03T01:58:48.874098+00:00,498,208,ok
2026-09-03T02:00:20.624076+00:00,495,203,ok
2026-09-03T02:01:51.970049+00:00,498,205,ok
2026-09-03T02:03:23.396665+00:00,498,203,ok
2026-09-03T02:04:55.174288+00:00,496,200,ok
