service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-12,163S.807.170.64.A.8.91069028,2000338,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,609E.1399.147.128.T.8.91096611,202292,ESI_2d,T4,-1,0,44,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,600N.807.170.64.T.8.91072435,202292,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,137G.1399.147.128.A.8.91096119,2767121,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,137G.1399.147.128.A.8.91096119,2148534,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,137G.1399.147.128.A.8.91096119,2147421,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,153E.1399.147.128.A.8.91095999,2765292,WST_1b,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,153E.1399.147.128.A.8.91095999,2765301,WST_1b,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,153E.1399.147.128.A.8.91095999,2756442,WST_1b,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,147F.1399.147.128.A.8.91096373,2060104,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,147F.1399.147.128.A.8.91096373,2060112,NSN_1a,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,147F.1399.147.128.A.8.91096373,2065162,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,152F.1399.147.128.T.8.91096483,2753672,WST_2d,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,152F.1399.147.128.T.8.91096483,2753661,WST_2d,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,152F.1399.147.128.T.8.91096483,2756431,WST_2d,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150G.1399.147.128.A.8.91096325,2753672,WST_2d,T1,-1,0,26,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150G.1399.147.128.A.8.91096325,2753661,WST_2d,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150G.1399.147.128.A.8.91096325,2756431,WST_2d,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,602E.1399.147.128.T.8.91098472,2230211,ESI_2d,T4,-1,0,200,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,602E.1399.147.128.T.8.91098472,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,602E.1399.147.128.T.8.91098472,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,615U.807.170.64.T.8.91071254,2220363,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,133U.807.170.64.A.8.91071262,2750512,WST_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,657D.1399.147.128.T.8.91535327,2220361,ESI_1c,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,144G.1399.147.128.A.8.91095849,2000392,NSN_2i,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,144G.1399.147.128.A.8.91095849,2000338,NSN_2i,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,195E.1399.147.128.B.8.91095669,2141313,WST_2c,T1,-1,0,180,180,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,195E.1399.147.128.B.8.91095669,2135234,WST_2c,T1,-1,1,180,150,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,195E.1399.147.128.B.8.91095669,2015133,WST_2c,T1,-1,2,150,150,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,105H.1399.147.128.T.8.91096659,2065153,NSN_1a,T1,-1,0,103,103,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,105H.1399.147.128.T.8.91096659,206452,NSN_1a,T1,-1,1,103,103,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,105H.1399.147.128.T.8.91096659,2067144,NSN_1a,T1,-1,2,103,73,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,143J.1399.147.128.A.8.91095180,2065161,NSN_2i,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,143J.1399.147.128.A.8.91095180,2060111,NSN_2i,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,143J.1399.147.128.A.8.91095180,2060101,NSN_2i,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,103H.1399.147.128.T.8.91095613,2000336,NSN_1a,T1,-1,0,213,183,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,103H.1399.147.128.T.8.91095613,2000393,NSN_1a,T1,-1,1,183,153,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,103H.1399.147.128.T.8.91095613,2000404,NSN_1a,T1,-1,2,153,135,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150S.807.170.64.A.8.91074024,2060102,NSN_2a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,130X.807.170.64.A.8.91069260,2000338,NSN_2a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150F.1399.147.128.A.8.91095696,2150414,WST_1b,T1,-1,0,176,146,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150F.1399.147.128.A.8.91095696,2145664,WST_1b,T1,-1,1,146,146,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,150F.1399.147.128.A.8.91095696,2145654,WST_1b,T1,-1,2,146,146,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,158T.807.170.64.A.8.91070515,2750511,WST_1a,T1,-1,0,93,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,134E.1399.147.128.A.8.91097299,206142,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,134E.1399.147.128.A.8.91097299,2060102,NSN_1a,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,612V.807.170.64.T.8.91071577,2233292,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,197N.807.170.64.B.8.91068896,2077303,NSN_2a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,600P.807.170.64.T.8.91070403,2230211,ESI_1d,T4,-1,0,5,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601D.1399.147.128.T.8.91097056,2228132,ESI_1d,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601D.1399.147.128.T.8.91097056,2229222,ESI_1d,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601D.1399.147.128.T.8.91097056,2230222,ESI_1d,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,103G.1399.147.128.T.8.91095611,2015133,WST_2c,T1,-1,0,213,213,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,103G.1399.147.128.T.8.91095611,2000336,WST_2c,T1,-1,1,213,183,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,602S.807.170.64.T.8.91071684,2230211,ESI_1d,T4,-1,0,75,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,145V.807.170.64.A.8.91071670,208172,NSN_1a,T1,-1,0,10,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,655G.1399.147.128.T.8.91095418,2232292,ESI_2a,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,655G.1399.147.128.T.8.91095418,2226111,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,655G.1399.147.128.T.8.91095418,2223291,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,191F.1399.147.128.B.8.91098189,2000393,NSN_1a,T1,-1,0,118,110,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,191F.1399.147.128.B.8.91098189,2000404,NSN_1a,T1,-1,1,110,92,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,191F.1399.147.128.B.8.91098189,206142,NSN_1a,T1,-1,2,92,92,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,146G.1399.147.128.A.8.91096734,206452,NSN_1a,T1,-1,0,261,261,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,146G.1399.147.128.A.8.91096734,2067144,NSN_1a,T1,-1,1,261,231,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,146G.1399.147.128.A.8.91096734,2069132,NSN_1a,T1,-1,2,231,231,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,602R.807.170.64.T.8.91072265,202291,ESI_2a,T4,-1,0,198,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,611E.1399.147.128.T.8.91097188,2216174,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,611E.1399.147.128.T.8.91097188,2205113,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,611E.1399.147.128.T.8.91097188,204475,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,163T.807.170.64.A.8.91069027,2750511,WST_1a,T1,-1,0,737,389,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,101G.1399.147.128.T.8.91095178,2150413,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,101G.1399.147.128.T.8.91095178,2150403,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,101G.1399.147.128.T.8.91095178,2142323,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601E.1399.147.128.T.8.91097055,2230211,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601E.1399.147.128.T.8.91097055,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,601E.1399.147.128.T.8.91097055,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,613E.1399.147.128.T.8.91096759,201171,ESI_1a,T4,-1,0,87,57,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,613E.1399.147.128.T.8.91096759,2000361,ESI_1a,T4,-1,1,57,27,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,613E.1399.147.128.T.8.91096759,2000394,ESI_1a,T4,-1,2,27,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,610P.807.170.96.T.8.91069247,2230211,ESI_1d,T4,-1,0,524,74,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,196K.1399.147.128.B.8.91097331,2750511,WST_2c,T1,-1,0,222,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,196K.1399.147.128.B.8.91097331,2747361,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,196K.1399.147.128.B.8.91097331,2747371,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,142J.1399.147.128.A.8.91095850,2135236,WST_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,142J.1399.147.128.A.8.91095850,2141314,WST_1a,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,142J.1399.147.128.A.8.91095850,2144244,WST_1a,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,104K.1399.147.128.A.8.91097128,2747371,WST_2c,T1,-1,0,37,37,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,104K.1399.147.128.A.8.91097128,2760301,WST_2c,T1,-1,1,37,37,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,104K.1399.147.128.A.8.91097128,2770591,WST_2c,T1,-1,2,37,37,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,153T.807.170.64.A.8.91070598,2750511,WST_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,106F.1399.147.128.A.8.91097025,2000336,NSN_1a,T1,-1,0,157,127,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,106F.1399.147.128.A.8.91097025,2000393,NSN_1a,T1,-1,1,127,97,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,106F.1399.147.128.A.8.91097025,2000404,NSN_1a,T1,-1,2,97,79,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,190F.1399.147.128.B.8.91098193,207263,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,190F.1399.147.128.B.8.91098193,2073162,NSN_1a,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,190F.1399.147.128.B.8.91098193,2074182,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,138V.807.170.64.A.8.91069977,2077302,NSN_1a,T1,-1,0,45,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,650G.1399.147.128.T.8.91096905,2220363,ESI_2a,T4,-1,0,22,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,650G.1399.147.128.T.8.91096905,2220353,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,650G.1399.147.128.T.8.91096905,221893,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,135E.1399.147.128.A.8.91097712,2148541,WST_2d,T1,-1,0,45,45,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,135E.1399.147.128.A.8.91097712,2148531,WST_2d,T1,-1,1,45,15,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,135E.1399.147.128.A.8.91097712,2147421,WST_2d,T1,-1,2,15,15,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,658G.1399.147.128.T.8.91096544,2000395,ESI_2a,T4,-1,0,88,58,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,658G.1399.147.128.T.8.91096544,2000362,ESI_2a,T4,-1,1,58,28,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,658G.1399.147.128.T.8.91096544,201172,ESI_2a,T4,-1,2,28,4,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,133J.1399.147.128.A.8.91096770,2750511,WST_2c,T1,-1,0,205,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,133J.1399.147.128.A.8.91096770,2747361,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,133J.1399.147.128.A.8.91096770,2747371,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,152W.807.170.64.A.8.91069601,208172,NSN_1a,T1,-1,0,11,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,145U.807.170.64.A.8.91071668,2000336,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,610R.807.170.96.T.8.91069246,2220362,ESI_2d,T4,-1,0,131,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
2026-09-12,153F.1399.147.128.A.8.91095998,2753671,WST_2d,T1,-1,0,0,0,SCHEDULED,2026-09-12T00:35:56.354783+00:00
