service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-16,605K.812.150.56.T.8.91116371,202761,ESI_1a,T4,-1,0,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,605K.812.150.56.T.8.91116371,201171,ESI_1a,T4,-1,1,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,605K.812.150.56.T.8.91116371,2000361,ESI_1a,T4,-1,2,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,193G.812.150.48.B.8.91114457,2077302,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,107L.812.150.48.T.8.91115876,2065153,NSN_1a,T1,-1,0,33,33,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,107L.812.150.48.T.8.91115876,206452,NSN_1a,T1,-1,1,33,33,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,107L.812.150.48.T.8.91115876,2067144,NSN_1a,T1,-1,2,33,3,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,610H.812.150.16.T.8.91115431,201171,ESI_1d,T4,-1,0,6,6,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,610H.812.150.16.T.8.91115431,2000361,ESI_1d,T4,-1,1,6,6,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,610H.812.150.16.T.8.91115431,2000394,ESI_1d,T4,-1,2,6,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,158L.812.150.48.A.8.91119631,2000336,NSN_1a,T1,-1,0,10,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,158L.812.150.48.A.8.91119631,2000393,NSN_1a,T1,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,158L.812.150.48.A.8.91119631,2000404,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,473L.812.150.24.H.8.91115268,2015141,ESI_2a,T4,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,473L.812.150.24.H.8.91115268,2000344,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,473L.812.150.24.H.8.91115268,2000395,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,136G.812.150.48.A.8.91119243,2146111,WST_2d,T1,-1,0,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,136G.812.150.48.A.8.91119243,2145641,WST_2d,T1,-1,1,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,136G.812.150.48.A.8.91119243,2145651,WST_2d,T1,-1,2,12,12,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,113D.812.150.48.T.8.91117715,2077311,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,113D.812.150.48.T.8.91117715,2076241,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,113D.812.150.48.T.8.91117715,2074191,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,161C.812.150.124.A.8.91117349,2077301,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,161C.812.150.124.A.8.91117349,2077311,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,161C.812.150.124.A.8.91117349,2076241,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,612V.812.149.60.T.8.91115594,2220363,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,152N.812.150.16.A.8.91116990,2074191,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,152N.812.150.16.A.8.91116990,2074181,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,152N.812.150.16.A.8.91116990,2073161,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,608J.812.150.120.T.8.91115925,2230212,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,608J.812.150.120.T.8.91115925,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,608J.812.150.120.T.8.91115925,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,627J.812.150.16.T.8.91118384,202292,ESI_1a,T4,-1,0,12,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,627J.812.150.16.T.8.91118384,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,627J.812.150.16.T.8.91118384,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,148J.812.150.16.A.8.91549632,2753672,WST_2d,T1,-1,0,120,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,148J.812.150.16.A.8.91549632,2753661,WST_2d,T1,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,148J.812.150.16.A.8.91549632,2756431,WST_2d,T1,-1,2,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,601F.812.150.60.T.8.91117852,202292,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
2026-09-16,601F.812.150.60.T.8.91117852,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-16T06:49:08.893781+00:00
