poll_time_utc,entities_seen,rows_written,status
2026-09-15T18:36:33.526043+00:00,260,132,ok
2026-09-15T18:38:05.070257+00:00,261,135,ok
2026-09-15T18:39:36.081822+00:00,261,144,ok
2026-09-15T18:41:07.117983+00:00,264,146,ok
2026-09-15T18:42:38.624935+00:00,264,145,ok
2026-09-15T21:43:24.176679+00:00,434,317,ok
2026-09-15T21:44:55.610615+00:00,434,315,ok
2026-09-15T21:46:26.903928+00:00,431,325,ok
2026-09-15T21:47:57.948534+00:00,432,328,ok
2026-09-15T21:49:29.230120+00:00,430,322,ok
2026-09-15T23:43:11.687454+00:00,459,277,ok
2026-09-15T23:44:43.502357+00:00,459,276,ok
2026-09-15T23:46:14.856880+00:00,460,279,ok
2026-09-15T23:47:46.510047+00:00,460,277,ok
2026-09-15T23:49:18.329619+00:00,459,275,ok
2026-09-16T01:40:39.080787+00:00,484,223,ok
2026-09-16T01:42:10.775303+00:00,482,223,ok
2026-09-16T01:43:42.360485+00:00,485,224,ok
2026-09-16T01:45:13.940737+00:00,484,223,ok
2026-09-16T01:46:45.653170+00:00,485,229,ok
2026-09-16T06:44:32.948243+00:00,555,326,ok
2026-09-16T06:46:04.965307+00:00,553,322,ok
2026-09-16T06:47:37.150505+00:00,552,319,ok
2026-09-16T06:49:08.893781+00:00,553,316,ok
2026-09-16T06:50:40.827564+00:00,552,319,ok
