service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-11,143D.807.170.64.A.8.91072723,208172,NSN_2k,T1,-1,0,8,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,143D.807.170.64.A.8.91072723,208041,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,143D.807.170.64.A.8.91072723,2079101,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,154C.807.170.64.A.8.91070438,2077312,NSN_1a,T1,-1,0,7,7,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,154C.807.170.64.A.8.91070438,2077302,NSN_1a,T1,-1,1,7,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,154C.807.170.64.A.8.91070438,2077292,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,701C.807.170.64.T.8.91074211,2135234,WST_2d,T1,-1,0,12,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,701C.807.170.64.T.8.91074211,2015133,WST_2d,T1,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,701C.807.170.64.T.8.91074211,2000336,WST_2d,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,621C.807.170.64.T.8.91069095,221892,ESI_1a,T4,-1,0,6,42,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,621C.807.170.64.T.8.91069095,2220352,ESI_1a,T4,-1,1,42,42,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,621C.807.170.64.T.8.91069095,2220362,ESI_1a,T4,-1,2,42,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,610P.807.169.96.T.8.91069247,2230211,ESI_1d,T4,-1,0,57,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,145D.807.170.64.A.8.91071057,2077301,NSN_2k,T1,-1,0,83,72,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,145D.807.170.64.A.8.91071057,2077311,NSN_2k,T1,-1,1,72,72,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,145D.807.170.64.A.8.91071057,2076241,NSN_2k,T1,-1,2,72,72,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,194D.807.170.64.B.8.91069329,2067141,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,194D.807.170.64.B.8.91069329,206451,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,194D.807.170.64.B.8.91069329,2065152,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,618F.807.170.64.T.8.91073324,202292,ESI_1a,T4,-1,0,162,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,618F.807.170.64.T.8.91073324,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,618F.807.170.64.T.8.91073324,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,158B.807.170.64.A.8.91072737,2150411,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,158B.807.170.64.A.8.91072737,2135234,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,158B.807.170.64.A.8.91072737,2015133,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,602C.807.170.64.T.8.91069711,2233292,ESI_2a,T4,-1,0,11,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,602C.807.170.64.T.8.91069711,2233281,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,602C.807.170.64.T.8.91069711,2233271,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,611D.807.170.64.T.8.91069131,202762,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,611D.807.170.64.T.8.91069131,202291,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,142E.807.170.64.A.8.91069672,2750491,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,142E.807.170.64.A.8.91069672,2750512,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,142E.807.170.64.A.8.91069672,2747361,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,603B.807.170.108.T.8.91071721,2223302,ESI_1d,T4,-1,0,12,12,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,603B.807.170.108.T.8.91071721,2226112,ESI_1d,T4,-1,1,12,12,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,603B.807.170.108.T.8.91071721,2232293,ESI_1d,T4,-1,2,12,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
2026-09-11,613D.807.170.64.T.8.91071488,2233271,ESI_2a,T4,-1,0,0,0,SCHEDULED,2026-09-10T21:40:40.182064+00:00
