poll_time_utc,entities_seen,rows_written,status
2026-09-18T18:21:34.385404+00:00,263,62,ok
2026-09-18T18:23:06.162142+00:00,263,62,ok
2026-09-18T18:24:37.745083+00:00,264,62,ok
2026-09-18T18:26:09.091657+00:00,266,65,ok
2026-09-18T18:27:40.698509+00:00,266,68,ok
2026-09-18T20:59:56.839107+00:00,345,134,ok
2026-09-18T21:01:28.043216+00:00,341,132,ok
2026-09-18T21:02:59.160325+00:00,340,131,ok
2026-09-18T21:04:30.295001+00:00,342,128,ok
2026-09-18T21:06:01.364484+00:00,348,131,ok
2026-09-18T23:06:38.138284+00:00,396,165,ok
2026-09-18T23:08:09.818201+00:00,396,165,ok
2026-09-18T23:09:41.257402+00:00,393,167,ok
2026-09-18T23:11:12.397856+00:00,392,167,ok
2026-09-18T23:12:43.598884+00:00,393,170,ok
2026-09-19T01:07:43.782425+00:00,435,233,ok
2026-09-19T01:09:15.352684+00:00,435,232,ok
2026-09-19T01:10:46.744306+00:00,436,230,ok
2026-09-19T01:12:18.586429+00:00,434,229,ok
2026-09-19T01:13:50.393217+00:00,432,229,ok
2026-09-19T05:47:13.547770+00:00,410,170,ok
2026-09-19T05:48:44.609865+00:00,410,169,ok
2026-09-19T05:50:15.893726+00:00,407,168,ok
2026-09-19T05:51:46.878304+00:00,410,167,ok
2026-09-19T05:53:17.849838+00:00,409,167,ok
2026-09-19T09:44:51.684383+00:00,427,175,ok
2026-09-19T09:46:22.730693+00:00,430,177,ok
2026-09-19T09:47:53.802073+00:00,433,180,ok
2026-09-19T09:49:24.699047+00:00,427,182,ok
2026-09-19T09:50:55.767086+00:00,429,180,ok
2026-09-19T13:26:57.658877+00:00,399,116,ok
2026-09-19T13:28:29.013258+00:00,400,115,ok
2026-09-19T13:30:00.686568+00:00,397,113,ok
2026-09-19T13:31:32.308864+00:00,397,112,ok
2026-09-19T13:33:03.794717+00:00,399,115,ok
