poll_time_utc,entities_seen,rows_written,status
2026-09-03T19:19:44.829471+00:00,360,149,ok
2026-09-03T19:21:15.938116+00:00,361,151,ok
2026-09-03T19:22:46.964809+00:00,362,150,ok
2026-09-03T19:24:18.277225+00:00,365,150,ok
2026-09-03T19:25:49.715032+00:00,370,153,ok
2026-09-03T21:45:12.216626+00:00,498,288,ok
2026-09-03T21:46:44.059443+00:00,503,303,ok
2026-09-03T21:48:15.734271+00:00,502,309,ok
2026-09-03T21:49:47.652949+00:00,504,311,ok
2026-09-03T21:51:19.517685+00:00,509,317,ok
2026-09-03T23:32:11.467307+00:00,504,282,ok
2026-09-03T23:33:43.090225+00:00,505,286,ok
2026-09-03T23:35:14.363062+00:00,504,285,ok
2026-09-03T23:36:45.636249+00:00,501,283,ok
2026-09-03T23:38:17.331845+00:00,498,283,ok
2026-09-04T01:15:11.016345+00:00,514,217,ok
2026-09-04T01:16:42.638895+00:00,518,233,ok
2026-09-04T01:18:14.176663+00:00,520,231,ok
2026-09-04T01:19:45.820543+00:00,517,231,ok
2026-09-04T01:21:17.364857+00:00,519,228,ok
2026-09-04T05:55:42.679077+00:00,570,297,ok
2026-09-04T05:57:14.939592+00:00,569,293,ok
2026-09-04T05:58:46.744302+00:00,572,294,ok
2026-09-04T06:00:18.523306+00:00,569,290,ok
2026-09-04T06:01:50.318924+00:00,570,288,ok
