poll_time_utc,entities_seen,rows_written,status
2026-09-22T18:21:56.251543+00:00,274,108,ok
2026-09-22T18:23:28.069872+00:00,276,112,ok
2026-09-22T18:24:59.667078+00:00,276,111,ok
2026-09-22T18:26:31.404562+00:00,273,114,ok
2026-09-22T18:28:02.796397+00:00,275,117,ok
2026-09-22T21:29:43.721513+00:00,447,305,ok
2026-09-22T21:31:14.818173+00:00,447,303,ok
2026-09-22T21:32:45.817963+00:00,444,295,ok
2026-09-22T21:34:16.813494+00:00,443,292,ok
2026-09-22T21:35:48.067310+00:00,443,291,ok
2026-09-22T23:43:03.106241+00:00,443,262,ok
2026-09-22T23:44:34.794486+00:00,449,262,ok
2026-09-22T23:46:06.109049+00:00,447,265,ok
2026-09-22T23:47:37.440793+00:00,449,261,ok
2026-09-22T23:49:08.995193+00:00,447,256,ok
2026-09-23T01:48:06.747878+00:00,466,214,ok
2026-09-23T01:49:37.914108+00:00,467,213,ok
2026-09-23T01:51:08.873193+00:00,466,213,ok
2026-09-23T01:52:39.883087+00:00,468,212,ok
2026-09-23T01:54:10.863488+00:00,469,210,ok
2026-09-23T06:45:20.077624+00:00,502,296,ok
2026-09-23T06:46:51.608966+00:00,502,296,ok
2026-09-23T06:48:22.666505+00:00,502,298,ok
2026-09-23T06:49:53.710207+00:00,504,296,ok
2026-09-23T06:51:25.043389+00:00,501,300,ok
2026-09-23T12:15:21.287499+00:00,445,160,ok
2026-09-23T12:16:52.776620+00:00,449,167,ok
2026-09-23T12:18:24.203826+00:00,449,166,ok
2026-09-23T12:19:55.307494+00:00,449,165,ok
2026-09-23T12:21:26.235819+00:00,453,164,ok
