poll_time_utc,entities_seen,rows_written,status
2026-09-20T17:01:28.796459+00:00,156,42,ok
2026-09-20T17:02:59.736666+00:00,156,42,ok
2026-09-20T17:04:30.678148+00:00,157,41,ok
2026-09-20T17:06:01.750719+00:00,159,41,ok
2026-09-20T19:17:48.744235+00:00,332,207,ok
2026-09-20T19:19:19.874233+00:00,346,232,ok
2026-09-20T19:20:50.957726+00:00,351,232,ok
2026-09-20T19:22:21.999025+00:00,353,231,ok
2026-09-20T19:23:53.047517+00:00,360,232,ok
2026-09-20T21:36:53.202829+00:00,480,349,ok
2026-09-20T21:38:25.015020+00:00,481,345,ok
2026-09-20T21:39:56.413075+00:00,485,348,ok
2026-09-20T21:41:28.039553+00:00,491,350,ok
2026-09-20T21:42:59.810055+00:00,491,351,ok
2026-09-20T23:29:02.995340+00:00,478,311,ok
2026-09-20T23:30:34.493491+00:00,476,305,ok
2026-09-20T23:32:05.933888+00:00,480,305,ok
2026-09-20T23:33:37.523868+00:00,479,301,ok
2026-09-20T23:35:08.897774+00:00,482,306,ok
2026-09-21T01:22:57.337155+00:00,501,259,ok
2026-09-21T01:24:28.745957+00:00,499,256,ok
2026-09-21T01:26:00.550385+00:00,501,254,ok
2026-09-21T01:27:32.231508+00:00,498,252,ok
2026-09-21T01:29:03.869420+00:00,497,248,ok
2026-09-21T06:33:24.950252+00:00,610,346,ok
2026-09-21T06:34:56.273301+00:00,612,347,ok
2026-09-21T06:36:27.483079+00:00,611,347,ok
2026-09-21T06:37:58.715940+00:00,613,354,ok
2026-09-21T06:39:29.959282+00:00,611,353,ok
2026-09-21T13:15:41.000522+00:00,560,158,ok
2026-09-21T13:17:12.559919+00:00,560,160,ok
2026-09-21T13:18:43.523208+00:00,558,158,ok
2026-09-21T13:20:14.692666+00:00,560,158,ok
2026-09-21T13:21:45.854141+00:00,564,161,ok
