service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-18,195T.812.150.64.B.8.91115265,2077301,NSN_2k,T1,-1,0,66,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,195T.812.150.64.B.8.91115265,2077311,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,195T.812.150.64.B.8.91115265,2076241,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,601J.812.150.64.T.8.91119355,2015141,ESI_2d,T4,-1,0,38,38,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,601J.812.150.64.T.8.91119355,2000344,ESI_2d,T4,-1,1,38,8,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,601J.812.150.64.T.8.91119355,2000395,ESI_2d,T4,-1,2,8,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,198B.812.150.64.B.8.91116874,2077302,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,154R.812.150.64.A.8.91116964,2077312,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,154R.812.150.64.A.8.91116964,2077301,NSN_1a,T1,-1,1,334,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,600L.812.150.64.T.8.91118046,2233271,ESI_2a,T4,-1,0,181,181,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,600L.812.150.64.T.8.91118046,2232281,ESI_2a,T4,-1,1,181,181,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,600L.812.150.64.T.8.91118046,2232291,ESI_2a,T4,-1,2,181,151,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,153P.812.150.64.A.8.91116063,2766142,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,153P.812.150.64.A.8.91116063,2767122,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,153P.812.150.64.A.8.91116063,2148534,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,618L.812.150.64.T.8.91119853,2230211,ESI_2d,T4,-1,0,118,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,618L.812.150.64.T.8.91119853,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,618L.812.150.64.T.8.91119853,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,149M.812.150.64.A.8.91119756,2753672,WST_1b,T1,-1,0,9,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,616U.812.150.64.T.8.91116644,202291,ESI_1d,T4,-1,0,162,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,616U.812.150.64.T.8.91116644,202761,ESI_1d,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,616U.812.150.64.T.8.91116644,201171,ESI_1d,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,158P.812.150.64.A.8.91116799,2145662,WST_2c,T1,-1,0,574,574,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,158P.812.150.64.A.8.91116799,2150411,WST_2c,T1,-1,1,574,544,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,158P.812.150.64.A.8.91116799,2141311,WST_2c,T1,-1,2,544,544,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,144L.812.150.64.A.8.91115728,2142322,WST_1b,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,144L.812.150.64.A.8.91115728,2150412,WST_1b,T1,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,144L.812.150.64.A.8.91115728,2145664,WST_1b,T1,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,609M.812.150.64.T.8.91118164,202292,ESI_1d,T4,-1,0,154,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,609M.812.150.64.T.8.91118164,202761,ESI_1d,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,609M.812.150.64.T.8.91118164,201171,ESI_1d,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,190M.812.150.64.B.8.91115496,2750513,WST_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,150G.812.150.64.A.8.91119521,2077302,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,162N.812.150.64.A.8.91115134,2747361,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,162N.812.150.64.A.8.91115134,2747371,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,162N.812.150.64.A.8.91115134,2760301,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,602P.812.150.64.T.8.91115405,202292,ESI_1a,T4,-1,0,22,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,602P.812.150.64.T.8.91115405,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,602P.812.150.64.T.8.91115405,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,145S.812.150.64.A.8.91541763,208172,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,145S.812.150.64.A.8.91541763,208041,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,145S.812.150.64.A.8.91541763,2079101,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,156C.812.150.64.A.8.91118705,2077302,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,204P.812.150.64.H.8.91117785,2141312,WST_1a,T1,-1,0,40,40,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,204P.812.150.64.H.8.91117785,2150412,WST_1a,T1,-1,1,40,10,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,204P.812.150.64.H.8.91117785,2145663,WST_1a,T1,-1,2,10,10,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,198H.812.150.64.B.8.92095702,2000338,WST_1a,T1,-1,0,48,51,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,198H.812.150.64.B.8.92095702,2015134,WST_1a,T1,-1,1,51,51,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,198H.812.150.64.B.8.92095702,2135236,WST_1a,T1,-1,2,51,27,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,605P.812.150.64.T.8.91119541,204476,ESI_1d,T4,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,605P.812.150.64.T.8.91119541,2205114,ESI_1d,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,605P.812.150.64.T.8.91119541,2216175,ESI_1d,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,133S.812.150.64.A.8.91116747,2000336,NSN_1a,T1,-1,0,346,316,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,133S.812.150.64.A.8.91116747,2000393,NSN_1a,T1,-1,1,316,286,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,133S.812.150.64.A.8.91116747,2000404,NSN_1a,T1,-1,2,286,256,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,611S.812.150.104.T.8.91116180,2233292,ESI_2a,T4,-1,0,400,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,611S.812.150.104.T.8.91116180,2233281,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,611S.812.150.104.T.8.91116180,2233271,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,111W.812.150.64.T.8.91117503,2060103,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,193N.812.150.64.B.8.91115879,2766144,WST_1a,T1,-1,0,43,43,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,193N.812.150.64.B.8.91115879,2770594,WST_1a,T1,-1,1,43,43,SCHEDULED,2026-09-18T11:34:18.477588+00:00
2026-09-18,193N.812.150.64.B.8.91115879,2760304,WST_1a,T1,-1,2,43,43,SCHEDULED,2026-09-18T11:34:18.477588+00:00
