service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-24,200D.817.158.60.H.8.91200255,2000336,NSN_1a,T1,-1,0,6,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,200D.817.158.60.H.8.91200255,2000393,NSN_1a,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,200D.817.158.60.H.8.91200255,2000404,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,416E.817.158.32.H.8.91203347,220591,ESI_2a,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,416E.817.158.32.H.8.91203347,2205113,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,416E.817.158.32.H.8.91203347,204483,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,158D.817.158.32.A.8.91202358,2077301,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,158D.817.158.32.A.8.91202358,2077311,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,158D.817.158.32.A.8.91202358,2076241,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,149D.817.158.32.A.8.91200746,2060103,NSN_1a,T1,-1,0,5,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614E.817.158.32.T.8.91200715,2226112,ESI_1d,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614E.817.158.32.T.8.91200715,2232293,ESI_1d,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614E.817.158.32.T.8.91200715,2232272,ESI_1d,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,195E.817.158.48.B.8.91202082,2076241,NSN_2k,T1,-1,0,78,78,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,195E.817.158.48.B.8.91202082,2074191,NSN_2k,T1,-1,1,78,78,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,195E.817.158.48.B.8.91202082,2074181,NSN_2k,T1,-1,2,78,78,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,611U.817.158.16.T.8.91201924,2223291,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,103F.817.158.48.T.8.91203640,2150412,WST_1b,T1,-1,0,24,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,103F.817.158.48.T.8.91203640,2145664,WST_1b,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,103F.817.158.48.T.8.91203640,2145654,WST_1b,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,326B.817.158.32.H.4.91200902,202292,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,326B.817.158.32.H.4.91200902,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,326B.817.158.32.H.4.91200902,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610C.817.158.96.T.8.91203986,2230211,ESI_2d,T4,-1,0,37,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610C.817.158.96.T.8.91203986,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610C.817.158.96.T.8.91203986,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,157E.817.158.32.A.8.91204307,2074181,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,157E.817.158.32.A.8.91204307,2073161,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,157E.817.158.32.A.8.91204307,207261,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,608C.817.158.48.T.8.91205187,2233292,ESI_2a,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,608C.817.158.48.T.8.91205187,2233281,ESI_2a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,608C.817.158.48.T.8.91205187,2233271,ESI_2a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610B.817.158.96.T.8.91203984,2015142,ESI_1d,T4,-1,0,91,91,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610B.817.158.96.T.8.91203984,2205114,ESI_1d,T4,-1,1,91,91,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,610B.817.158.96.T.8.91203984,2220364,ESI_1d,T4,-1,2,91,67,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,121G.817.158.100.A.8.91201609,206451,NSN_2k,T1,-1,0,36,36,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,121G.817.158.100.A.8.91201609,2065152,NSN_2k,T1,-1,1,36,36,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,121G.817.158.100.A.8.91201609,2065161,NSN_2k,T1,-1,2,36,36,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,609P.817.158.16.T.8.91201746,2233292,ESI_1a,T4,-1,0,1835,1205,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,154D.817.158.48.A.8.91202772,2060101,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,154D.817.158.48.A.8.91202772,206141,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,154D.817.158.48.A.8.91202772,2000403,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412C.817.158.32.H.8.91203899,2000395,ESI_2a,T4,-1,0,94,94,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412C.817.158.32.H.8.91203899,2000362,ESI_2a,T4,-1,1,94,94,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412C.817.158.32.H.8.91203899,201172,ESI_2a,T4,-1,2,94,94,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,145F.817.158.48.A.8.91202100,2750491,WST_2c,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,145F.817.158.48.A.8.91202100,2750512,WST_2c,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,145F.817.158.48.A.8.91202100,2747361,WST_2c,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,604D.817.158.112.T.8.91203449,202291,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,604D.817.158.112.T.8.91203449,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,604D.817.158.112.T.8.91203449,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614F.817.158.32.T.8.91200717,2230212,ESI_2d,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614F.817.158.32.T.8.91200717,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,614F.817.158.32.T.8.91200717,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,285C.817.158.100.H.8.91203341,2135236,WST_1a,T1,-1,0,10,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,285C.817.158.100.H.8.91203341,2150412,WST_1a,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,285C.817.158.100.H.8.91203341,2148532,WST_1a,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,158T.817.158.16.A.8.91201248,2750511,WST_1a,T1,-1,0,72,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,162B.817.158.32.A.8.91201559,2065162,NSN_1a,T1,-1,0,11,11,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,162B.817.158.32.A.8.91201559,2065153,NSN_1a,T1,-1,1,11,11,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,162B.817.158.32.A.8.91201559,206452,NSN_1a,T1,-1,2,11,11,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,110E.817.158.124.T.8.91202917,206142,NSN_1a,T1,-1,0,73,73,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,110E.817.158.124.T.8.91202917,2060104,NSN_1a,T1,-1,1,73,43,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,110E.817.158.124.T.8.91202917,2060112,NSN_1a,T1,-1,2,43,43,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,603D.817.158.112.T.8.91205017,202292,ESI_1a,T4,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,603D.817.158.112.T.8.91205017,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,603D.817.158.112.T.8.91205017,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412D.817.158.32.H.8.91200109,202292,ESI_1a,T4,-1,0,94,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412D.817.158.32.H.8.91200109,202761,ESI_1a,T4,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,412D.817.158.32.H.8.91200109,201171,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,170E.817.158.32.A.8.91202311,2015133,WST_2d,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,170E.817.158.32.A.8.91202311,2000336,WST_2d,T1,-1,1,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,283C.817.158.124.H.8.91204936,2148532,WST_1a,T1,-1,0,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,105F.817.158.48.T.8.91200374,2015133,WST_2c,T1,-1,0,44,44,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,105F.817.158.48.T.8.91200374,2000336,WST_2c,T1,-1,1,44,14,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,105G.817.158.48.T.8.91204266,2000336,NSN_1a,T1,-1,0,44,14,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,105G.817.158.48.T.8.91204266,2000393,NSN_1a,T1,-1,1,14,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,105G.817.158.48.T.8.91204266,2000404,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,601D.817.158.112.T.8.91202974,2000361,ESI_1a,T4,-1,0,4,24,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,601D.817.158.112.T.8.91202974,2000394,ESI_1a,T4,-1,1,24,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,601D.817.158.112.T.8.91202974,2000345,ESI_1a,T4,-1,2,0,0,SCHEDULED,2026-09-23T23:02:09.773193+00:00
2026-09-24,613E.817.158.48.T.8.91201449,2205114,ESI_1a,T4,-1,0,177,177,SCHEDULED,2026-09-23T23:02:09.773193+00:00
