poll_time_utc,entities_seen,rows_written,status
2026-09-16T19:43:46.537882+00:00,292,162,ok
2026-09-16T19:45:18.226614+00:00,293,163,ok
2026-09-16T19:46:49.783144+00:00,297,167,ok
2026-09-16T19:48:21.164133+00:00,299,167,ok
2026-09-16T19:49:52.886449+00:00,301,171,ok
2026-09-16T22:20:51.973926+00:00,437,339,ok
2026-09-16T22:22:23.382559+00:00,440,335,ok
2026-09-16T22:23:55.151263+00:00,442,333,ok
2026-09-16T22:25:26.901587+00:00,445,336,ok
2026-09-16T22:26:58.363166+00:00,444,334,ok
2026-09-17T00:38:58.925917+00:00,440,218,ok
2026-09-17T00:40:30.061049+00:00,438,220,ok
2026-09-17T00:42:01.603108+00:00,439,216,ok
2026-09-17T00:43:33.033245+00:00,438,218,ok
2026-09-17T00:45:04.460277+00:00,437,214,ok
