poll_time_utc,entities_seen,rows_written,status
2026-09-09T17:21:31.759049+00:00,253,99,ok
2026-09-09T17:23:03.247832+00:00,252,99,ok
2026-09-09T17:24:35.064046+00:00,252,99,ok
2026-09-09T17:26:06.413270+00:00,255,99,ok
2026-09-09T17:27:37.695080+00:00,256,98,ok
2026-09-09T19:51:52.187453+00:00,388,226,ok
2026-09-09T19:53:23.393835+00:00,391,226,ok
2026-09-09T19:54:54.444013+00:00,392,229,ok
2026-09-09T19:56:25.519543+00:00,394,229,ok
2026-09-09T19:57:56.517890+00:00,395,228,ok
2026-09-09T22:00:50.819439+00:00,492,366,ok
2026-09-09T22:02:21.999995+00:00,490,370,ok
2026-09-09T22:03:53.126925+00:00,492,373,ok
2026-09-09T22:05:24.125312+00:00,492,370,ok
2026-09-09T22:06:55.275134+00:00,492,370,ok
2026-09-09T23:57:41.229008+00:00,498,294,ok
2026-09-09T23:59:12.479781+00:00,494,290,ok
2026-09-10T00:00:43.651336+00:00,492,286,ok
2026-09-10T00:02:14.799267+00:00,492,285,ok
2026-09-10T00:03:46.874195+00:00,496,285,ok
2026-09-10T02:58:20.830247+00:00,502,243,ok
2026-09-10T02:59:52.304092+00:00,501,243,ok
2026-09-10T03:01:23.890441+00:00,501,239,ok
2026-09-10T03:02:55.272909+00:00,502,243,ok
2026-09-10T03:04:26.874045+00:00,503,244,ok
2026-09-10T07:52:43.517192+00:00,527,303,ok
2026-09-10T07:54:15.047766+00:00,528,307,ok
2026-09-10T07:55:46.192217+00:00,524,302,ok
2026-09-10T07:57:17.312486+00:00,528,303,ok
2026-09-10T07:58:48.510115+00:00,530,310,ok
2026-09-10T12:23:27.084855+00:00,483,183,ok
2026-09-10T12:24:58.235393+00:00,481,186,ok
2026-09-10T12:26:29.313826+00:00,478,183,ok
2026-09-10T12:28:00.670189+00:00,473,181,ok
2026-09-10T12:29:31.952167+00:00,470,177,ok
2026-09-10T16:32:43.060557+00:00,182,76,ok
2026-09-10T16:34:14.409940+00:00,182,76,ok
2026-09-10T16:35:46.007385+00:00,182,76,ok
2026-09-10T16:37:17.287349+00:00,182,76,ok
2026-09-10T16:38:48.761009+00:00,203,78,ok
