poll_time_utc,entities_seen,rows_written,status
2026-09-05T17:34:48.795622+00:00,106,22,ok
2026-09-05T17:36:20.023311+00:00,106,22,ok
2026-09-05T17:37:51.224606+00:00,106,22,ok
2026-09-05T17:39:22.407929+00:00,106,22,ok
2026-09-05T17:40:53.628545+00:00,106,21,ok
2026-09-05T19:24:29.971620+00:00,284,336,ok
2026-09-05T19:26:01.330171+00:00,285,336,ok
2026-09-05T19:27:32.415479+00:00,288,339,ok
2026-09-05T19:29:03.374542+00:00,287,342,ok
2026-09-05T19:30:34.321987+00:00,290,345,ok
2026-09-05T21:25:01.556258+00:00,358,340,ok
2026-09-05T21:26:33.205077+00:00,361,338,ok
2026-09-05T21:28:04.614439+00:00,361,341,ok
2026-09-05T21:29:36.096848+00:00,362,342,ok
2026-09-05T21:31:07.450618+00:00,361,341,ok
2026-09-05T23:03:08.235624+00:00,364,310,ok
2026-09-05T23:04:39.556909+00:00,364,313,ok
2026-09-05T23:06:11.106222+00:00,365,311,ok
2026-09-05T23:07:42.670389+00:00,367,310,ok
2026-09-05T23:09:13.937423+00:00,366,309,ok
2026-09-06T00:48:57.619911+00:00,377,282,ok
2026-09-06T00:50:29.021304+00:00,375,281,ok
2026-09-06T00:52:00.276186+00:00,375,278,ok
2026-09-06T00:53:31.778588+00:00,373,273,ok
2026-09-06T00:55:03.132772+00:00,371,268,ok
2026-09-06T05:08:48.271892+00:00,331,150,ok
2026-09-06T05:10:19.790134+00:00,324,161,ok
2026-09-06T05:11:50.824773+00:00,326,161,ok
2026-09-06T05:13:21.932647+00:00,324,159,ok
2026-09-06T05:14:53.268453+00:00,324,160,ok
2026-09-06T09:22:55.059773+00:00,340,132,ok
2026-09-06T09:24:26.029870+00:00,338,132,ok
2026-09-06T09:25:57.028612+00:00,335,129,ok
2026-09-06T09:27:28.011596+00:00,336,130,ok
2026-09-06T09:28:59.290750+00:00,336,131,ok
2026-09-06T12:56:28.815884+00:00,311,97,ok
2026-09-06T12:58:00.226431+00:00,315,97,ok
2026-09-06T12:59:31.597764+00:00,314,98,ok
2026-09-06T13:01:03.389742+00:00,310,100,ok
2026-09-06T13:02:34.720380+00:00,306,97,ok
