poll_time_utc,entities_seen,rows_written,status
2026-09-25T19:20:17.764909+00:00,296,156,ok
2026-09-25T19:21:49.131200+00:00,299,158,ok
2026-09-25T19:23:20.139735+00:00,299,159,ok
2026-09-25T19:24:51.571110+00:00,299,159,ok
2026-09-25T19:26:22.592616+00:00,299,157,ok
2026-09-25T22:29:53.839582+00:00,323,202,ok
2026-09-25T22:31:24.937424+00:00,321,198,ok
2026-09-25T22:32:55.930871+00:00,323,199,ok
2026-09-25T22:34:26.987509+00:00,326,200,ok
2026-09-25T22:35:57.983530+00:00,330,199,ok
2026-09-26T00:46:57.724960+00:00,349,219,ok
2026-09-26T00:48:29.761043+00:00,349,222,ok
2026-09-26T00:50:02.400316+00:00,350,223,ok
2026-09-26T00:51:34.813452+00:00,349,221,ok
2026-09-26T00:53:06.776906+00:00,348,216,ok
2026-09-26T05:33:30.308745+00:00,358,222,ok
2026-09-26T05:35:01.194877+00:00,361,225,ok
2026-09-26T05:36:32.214315+00:00,363,224,ok
2026-09-26T05:38:03.251649+00:00,365,226,ok
2026-09-26T05:39:34.251244+00:00,365,222,ok
2026-09-26T10:09:39.469245+00:00,388,226,ok
2026-09-26T10:11:11.129446+00:00,387,226,ok
2026-09-26T10:12:42.746650+00:00,387,225,ok
2026-09-26T10:14:14.121181+00:00,389,223,ok
2026-09-26T10:15:45.502065+00:00,388,224,ok
2026-09-26T14:26:43.435852+00:00,355,147,ok
2026-09-26T14:28:14.965329+00:00,355,143,ok
2026-09-26T14:29:46.364823+00:00,355,144,ok
2026-09-26T14:31:17.807559+00:00,354,141,ok
2026-09-26T14:32:49.157570+00:00,351,139,ok
